Table 1 - Investments other than derivatives,,,,,,,,,,,,
Portfolio Holdings Information for:,Future Fund,,,,,,,,,,,
Reporting Date: ,31/12/2025,,,,,,,,,,,
,,,,,,,,,,,,
Asset Class,Internally or Externally Managed,Name of Institution,Name of Issuer / Counterparty,Name / Investment Item,Name of Investment Manager,Currency,Security Identifier,% Ownership, Units Held ,Value (AUD),Weighting (%),
Listed Equity,,,,"Huatai Securities Co., Ltd.",,,BP3R3B4,,"169,400","858,541",0.00%,
Listed Equity,,,,"Huayu Automotive Systems Co., Ltd.",,,BP3R4T9,,"1,868,145","8,027,126",0.00%,
Listed Equity,,,,HUB24 Ltd.,,,BD4T5X1,,"1,153,413","111,016,001",0.04%,
Listed Equity,,,,"Hubbell, Inc.",,,BDFG6S3,,"31,058","20,684,064",0.01%,
Listed Equity,,,,"HubSpot, Inc.",,,BR4T3B3,,"14,169","8,526,685",0.00%,
Listed Equity,,,,"Hulic Co., Ltd.",,,6805317,,"331,600","5,529,078",0.00%,
Listed Equity,,,,"Humana, Inc.",,,2445063,,"60,050","23,144,261",0.01%,
Listed Equity,,,,"Huntington Bancshares, Inc.",,,2445966,,"695,206","18,249,353",0.01%,
Listed Equity,,,,Hyatt Hotels Corp.,,,B5B82X4,,"3,745","900,350",0.00%,
Listed Equity,,,,Hydro One Ltd.,,,BYYXJY9,,"225,928","13,504,993",0.01%,
Listed Equity,,,,Hyosung Heavy Industries Corp.,,,BD83175,,"9,882","18,364,850",0.01%,
Listed Equity,,,,"Hyundai GLOVIS Co., Ltd.",,,B0V3XR5,,"89,676","16,859,220",0.01%,
Listed Equity,,,,"Hyundai Mobis Co., Ltd.",,,6449544,,"64,889","25,195,525",0.01%,
Listed Equity,,,,"Hyundai Motor Co., Ltd.",,,6451022,,"15,530","3,330,291",0.00%,
Listed Equity,,,,"Hyundai Motor Co., Ltd.",,,6148272,,"23,871","5,280,476",0.00%,
Listed Equity,,,,"Hyundai Motor Co., Ltd.",,,6451055,,"12,017","3,709,063",0.00%,
Listed Equity,,,,Hyundai Motor India Ltd.,,,BR4TRD3,,"100,121","3,838,724",0.00%,
Listed Equity,,,,Hyundai Steel Co.,,,6461850,,"89,218","2,883,750",0.00%,
Listed Equity,,,,"iA Financial Corp., Inc.",,,BJ2ZH37,,"89,542","17,419,891",0.01%,
Listed Equity,,,,Iberdrola SA,,,B288C92,,"3,448,194","112,136,617",0.04%,
Listed Equity,,,,ICICI Bank Ltd.,,,BSZ2BY7,,"1,272,499","28,511,023",0.01%,
Listed Equity,,,,ICICI Bank Ltd.,,,2569286,,"631,787","28,233,115",0.01%,
Listed Equity,,,,ICICI Lombard General Insurance Co. Ltd.,,,BYXH7P9,,"39,330","1,287,528",0.00%,
Listed Equity,,,,ICL Group Ltd.,,,6455530,,"424,630","3,656,267",0.00%,
Listed Equity,,,,"Idemitsu Kosan Co., Ltd.",,,B1FF8P7,,"533,715","6,040,492",0.00%,
Listed Equity,,,,IDEX Corp.,,,2456612,,"27,950","7,458,084",0.00%,
Listed Equity,,,,"IDEXX Laboratories, Inc.",,,2459202,,"49,549","50,268,254",0.02%,
Listed Equity,,,,IDP Education Ltd.,,,BDB6DD1,,"499,475","2,886,966",0.00%,
Listed Equity,,,,"IGM Financial, Inc.",,,2469375,,"55,763","3,804,984",0.00%,
Listed Equity,,,,IGO Ltd.,,,6439567,,"6,559,448","53,787,474",0.02%,
Listed Equity,,,,IHI Corp.,,,6466985,,"576,200","15,184,279",0.01%,
Listed Equity,,,,Illinois Tool Works Inc.,,,2457552,,"160,546","59,685,025",0.02%,
Listed Equity,,,,"Illumina, Inc.",,,2613990,,"40,927","8,049,764",0.00%,
Listed Equity,,,,Iluka Resources Ltd.,,,6957575,,"873,570","5,057,970",0.00%,
Listed Equity,,,,"iM Financial Group Co., Ltd.",,,B68N347,,"150,504","2,436,250",0.00%,
Listed Equity,,,,IMCD NV,,,BNCBD46,,"32,172","4,382,164",0.00%,
Listed Equity,,,,Imdex Ltd.,,,6462154,,"3,004,056","10,333,953",0.00%,
Listed Equity,,,,Impala Platinum Holdings Ltd.,,,B1FFT76,,"534,314","12,669,141",0.00%,
Listed Equity,,,,Imperial Oil Ltd.,,,2454241,,"164,525","21,434,444",0.01%,
Listed Equity,,,,Incyte Corp.,,,2471950,,"81,002","11,997,552",0.00%,
Listed Equity,,,,Indian Oil Corp. Ltd.,,,6253767,,"8,215,532","22,816,933",0.01%,
Listed Equity,,,,Indian Railway Catering & Tourism Corp. Ltd.,,,BL6C482,,"213,629","2,440,106",0.00%,
Listed Equity,,,,Indus Towers Ltd.,,,B92P9G4,,"826,329","5,773,238",0.00%,
Listed Equity,,,,Industria de Diseño Textil SA,,,BP9DL90,,"881,748","87,491,885",0.03%,
Listed Equity,,,,Industrial & Commercial Bank of China Ltd.,,,B1G1QD8,,"31,372,000","38,865,289",0.01%,
Listed Equity,,,,Industrial & Commercial Bank of China Ltd.,,,BP3R217,,"1,234,400","2,103,045",0.00%,
Listed Equity,,,,"Industrial Bank Co., Ltd.",,,BP3R295,,"109,500","495,441",0.00%,
Listed Equity,,,,Industrial Bank of Korea,,,6462972,,"464,478","10,129,609",0.00%,
Listed Equity,,,,Industrias Peñoles SAB de CV,,,2448200,,"256,590","20,261,178",0.01%,
Listed Equity,,,,Industries of Qatar Co.,,,6673570,,"264,090","1,297,608",0.00%,
Listed Equity,,,,Industrivärden AB,,,B1VSK54,,"91,099","6,149,774",0.00%,
Listed Equity,,,,Industrivärden AB,,,B1VSK10,,"70,102","4,736,901",0.00%,
Listed Equity,,,,Indutrade AB,,,B0LDBX7,,"201,902","7,895,371",0.00%,
Listed Equity,,,,Infineon Technologies AG,,,5889505,,"1,055,968","70,168,794",0.03%,
Listed Equity,,,,Informa Plc,,,BMJ6DW5,,"476,593","8,497,873",0.00%,
Listed Equity,,,,Infosys Ltd.,,,6205122,,"3,284,484","88,523,567",0.03%,
Listed Equity,,,,Infosys Ltd.,,,2398822,,"1,254,422","33,521,482",0.01%,
Listed Equity,,,,Infrastrutture Wireless Italiane SpA,,,BZ0P4R4,,"116,550","1,618,529",0.00%,
Listed Equity,,,,Infratil Ltd.,,,B6923R6,,"1,294,742","12,610,787",0.00%,
Listed Equity,,,,Infratil Ltd.,,,6459286,,"352,606","3,369,046",0.00%,
Listed Equity,,,,ING Groep NV,,,BZ57390,,"1,640,892","69,387,079",0.03%,
Listed Equity,,,,Ingenia Communities Group,,,B84GSC7,,"6,255,407","32,340,454",0.01%,
Listed Equity,,,,"Ingersoll Rand, Inc.",,,BL5GZ82,,"110,452","13,121,403",0.00%,
Listed Equity,,,,Inghams Group Ltd.,,,BZCNHW2,,"1,418,178","3,531,263",0.00%,
Listed Equity,,,,InnoCare Pharma Ltd.,,,BK8K0W3,,"346,000","819,933",0.00%,
Listed Equity,,,,"Innovent Biologics, Inc.",,,BGR6KX5,,"1,329,000","19,523,683",0.01%,
Listed Equity,,,,INPEX Corp.,,,B10RB15,,"693,600","21,048,464",0.01%,
Listed Equity,,,,InPost SA,,,BN4N9C0,,"130,183","2,400,531",0.00%,
Listed Equity,,,,Insignia Financial Ltd.,,,6714394,,"2,502,575","11,411,742",0.00%,
Listed Equity,,,,"Insmed, Inc.",,,2614487,,"18,955","4,947,032",0.00%,
Listed Equity,,,,Insulet Corp.,,,B1XGNW4,,"6,085","2,593,687",0.00%,
Listed Equity,,,,Insurance Australia Group Ltd.,,,6271026,,"30,062,833","239,901,407",0.09%,
Listed Equity,,,,Intact Financial Corp.,,,B04YJV1,,"100,897","31,538,984",0.01%,
Listed Equity,,,,Integral Diagnostics Ltd.,,,BYV2ZK7,,"9,753,009","24,772,643",0.01%,
Listed Equity,,,,Intel Corp.,,,2463247,,"4,091,483","226,401,324",0.08%,
Listed Equity,,,,Inter RAO UES PJSC,,,B5B2VL7,,"38,379,552",0,0.00%,
Listed Equity,,,,"Interactive Brokers Group, Inc.",,,B1WT4X2,,"118,341","11,412,626",0.00%,
Listed Equity,,,,Interconexion Eléctrica SA ESP,,,2205706,,"308,679","3,021,717",0.00%,
Listed Equity,,,,"Intercontinental Exchange, Inc.",,,BFSSDS9,,"155,739","37,824,831",0.01%,
Listed Equity,,,,InterContinental Hotels Group Plc,,,BHJYC05,,"53,167","11,217,192",0.00%,
Listed Equity,,,,InterGlobe Aviation Ltd.,,,BYYZ7D0,,"66,836","5,641,956",0.00%,
Listed Equity,,,,International Business Machines Corp.,,,2005973,,"536,492","238,305,909",0.09%,
Listed Equity,,,,International Consolidated Airlines Group SA,,,B5282K0,,"1,172,887","9,809,905",0.00%,
Listed Equity,,,,"International Container Terminal Services, Inc.",,,6455819,,"1,469,080","21,231,616",0.01%,
Listed Equity,,,,"International Flavors & Fragrances, Inc.",,,2464165,,"45,444","4,619,703",0.00%,
Listed Equity,,,,"International Games System Co., Ltd.",,,6744807,,"241,000","8,292,988",0.00%,
Listed Equity,,,,International Paper Co.,,,2465254,,"232,575","13,737,916",0.01%,
Listed Equity,,,,Intertek Group Plc,,,3163836,,"131,871","12,304,536",0.00%,
Listed Equity,,,,Intesa Sanpaolo SpA,,,4076836,,"8,978,327","93,626,099",0.03%,
Listed Equity,,,,"Intuit, Inc.",,,2459020,,"140,092","139,161,345",0.05%,
Listed Equity,,,,"Intuitive Surgical, Inc.",,,2871301,,"176,544","149,939,956",0.06%,
Listed Equity,,,,Investec Ltd.,,,B17BBR6,,"610,904","6,754,954",0.00%,
Listed Equity,,,,Investment AB Latour,,,BZ404X1,,"100,852","3,697,736",0.00%,
Listed Equity,,,,Investor AB,,,BMV7PQ4,,"978,104","52,568,129",0.02%,
Listed Equity,,,,"Invitation Homes, Inc.",,,BD81GW9,,"161,507","6,803,227",0.00%,
Listed Equity,,,,IOI Corp. Bhd.,,,B1Y3WG1,,"141,900","209,750",0.00%,
Listed Equity,,,,"IonQ, Inc.",,,BP484B3,,"26,280","1,768,289",0.00%,
Listed Equity,,,,IperionX Ltd.,,,BMCB2H5,,"540,882","3,028,939",0.00%,
Listed Equity,,,,IPH Ltd.,,,BS7K5S1,,"5,473,331","19,266,125",0.01%,
Listed Equity,,,,Ipsen SA,,,B0R7JF1,,"40,001","8,383,479",0.00%,
Listed Equity,,,,"IQVIA Holdings, Inc.",,,BDR73G1,,"45,671","15,437,805",0.01%,
Listed Equity,,,,Iress Ltd.,,,6297497,,"5,290,712","44,918,145",0.02%,
Listed Equity,,,,"Iron Mountain, Inc.",,,BVFTF03,,"26,363","3,313,472",0.00%,
Listed Equity,,,,Israel Discount Bank Ltd.,,,6451271,,"863,325","13,738,017",0.01%,
Listed Equity,,,,Isuzu Motors Ltd.,,,6467104,,"380,300","8,875,755",0.00%,
Listed Equity,,,,Itaú Unibanco Holding SA,,,B037HR3,,"3,650,548","39,566,840",0.01%,
Listed Equity,,,,Itaú Unibanco Holding SA,,,2849739,,"2,528,784","27,417,307",0.01%,
Listed Equity,,,,Itausa SA,,,2458771,,"4,111,638","13,187,110",0.00%,
Listed Equity,,,,ITOCHU Corp.,,,6467803,,"3,799,775","71,796,476",0.03%,
Listed Equity,,,,Ivanhoe Mines Ltd.,,,BD73C40,,"356,716","6,091,708",0.00%,
Listed Equity,,,,J Sainsbury Plc,,,B019KW7,,"1,920,376","12,588,672",0.00%,
Listed Equity,,,,"J.B. Hunt Transport Services, Inc.",,,2445416,,"56,889","16,579,153",0.01%,
Listed Equity,,,,"Jabil, Inc.",,,2471789,,"112,577","38,494,125",0.01%,
Listed Equity,,,,"Jack Henry & Associates, Inc.",,,2469193,,"43,341","11,860,037",0.00%,
Listed Equity,,,,"Jacobs Solutions, Inc.",,,BNGC0D3,,"62,538","12,422,259",0.00%,
Listed Equity,,,,"Japan Airlines Co., Ltd.",,,B8BRV46,,"115,000","3,196,113",0.00%,
Listed Equity,,,,"Japan Exchange Group, Inc.",,,6743882,,"616,600","9,886,798",0.00%,
Listed Equity,,,,"Japan Post Bank Co., Ltd.",,,BYT8165,,"1,177,200","24,878,496",0.01%,
Listed Equity,,,,"Japan Post Holdings Co., Ltd.",,,BYT8143,,"1,455,200","22,978,219",0.01%,
Listed Equity,,,,"JAPAN POST INSURANCE Co., Ltd.",,,BYT8154,,"123,400","5,562,866",0.00%,
Listed Equity,,,,Jarir Marketing Co.,,,B128FM5,,"537,756","2,747,667",0.00%,
Listed Equity,,,,"JB Financial Group Co., Ltd.",,,BB96Z33,,"69,579","1,857,843",0.00%,
Listed Equity,,,,JB Hi-Fi Ltd.,,,6702623,,"1,551,206","149,257,041",0.06%,
Listed Equity,,,,"JD Health International, Inc.",,,BMW8R04,,"1,543,100","16,500,001",0.01%,
Listed Equity,,,,"JD Logistics, Inc.",,,BNMBPD9,,"3,198,800","7,038,014",0.00%,
Listed Equity,,,,JD Sports Fashion Plc,,,BM8Q5M0,,"2,212,728","3,769,549",0.00%,
Listed Equity,,,,"JD.com, Inc.",,,BKPQZT6,,"1,308,521","28,134,669",0.01%,
Listed Equity,,,,"JD.com, Inc.",,,BMM27D9,,"74,335","3,199,242",0.00%,
Listed Equity,,,,JDE Peet's NV,,,BMC4ZZ3,,"163,542","9,176,594",0.00%,
Listed Equity,,,,Jerónimo Martins SGPS SA,,,B1Y1SQ7,,"156,598","5,587,687",0.00%,
Listed Equity,,,,"JFE Holdings, Inc.",,,6543792,,"551,800","10,545,001",0.00%,
Listed Equity,,,,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",,,BP3R369,,"916,989","11,735,761",0.00%,
Listed Equity,,,,"Jinan Acetate Chemical Co., Ltd.",,,BYRP845,,"1,383,000","3,425,692",0.00%,
Listed Equity,,,,Jindal Stainless Ltd.,,,6743257,,"280,262","3,924,346",0.00%,
Listed Equity,,,,Jio Financial Services Ltd.,,,BQPG2F3,,"444,294","2,186,405",0.00%,
Listed Equity,,,,Johnson & Johnson,,,2475833,,"1,384,706","429,729,185",0.16%,
Listed Equity,,,,Johnson Controls International Plc,,,BY7QL61,,"534,293","96,266,483",0.04%,
Listed Equity,,,,"Joincare Pharmaceutical Group Industry Co., Ltd.",,,BP3RBV0,,"1,668,687","4,140,725",0.00%,
Listed Equity,,,,JPMorgan Chase & Co.,,,2190385,,"751,076","362,917,761",0.13%,
Listed Equity,,,,Judo Capital Holdings Ltd.,,,BMW7F41,,"4,048,115","6,982,998",0.00%,
Listed Equity,,,,Julius Bär Gruppe AG,,,B4R2R50,,"108,577","12,824,252",0.00%,
Listed Equity,,,,JX Advanced Metals Corp.,,,6543770,,"306,300","5,743,561",0.00%,
Listed Equity,,,,Kajima Corp.,,,6481320,,"276,805","15,452,293",0.01%,
Listed Equity,,,,Kakao Corp.,,,6194037,,"192,352","12,034,130",0.00%,
Listed Equity,,,,Kanzhun Ltd.,,,BM91SH0,,"410,587","12,548,194",0.00%,
Listed Equity,,,,Kao Corp.,,,6483809,,"262,646","15,906,449",0.01%,
Listed Equity,,,,Karoon Energy Ltd.,,,B00SV00,,"8,985,400","13,837,516",0.01%,
Listed Equity,,,,Kasikornbank Public Co. Ltd.,,,6888794,,"380,600","3,523,553",0.00%,
Listed Equity,,,,Kawasaki Heavy Industries Ltd.,,,6484620,,"86,200","8,560,177",0.00%,
Listed Equity,,,,"Kawasaki Kisen Kaisha, Ltd.",,,6484686,,"286,500","5,978,035",0.00%,
Listed Equity,,,,"KB Financial Group, Inc.",,,B3DF0Y6,,"322,346","41,843,908",0.02%,
Listed Equity,,,,KBC Group NV,,,4497749,,"126,852","24,854,429",0.01%,
Listed Equity,,,,KDDI Corp.,,,6248990,,"2,283,722","59,176,629",0.02%,
Listed Equity,,,,Kelsian Group Ltd.,,,BPBKR80,,"524,101","2,227,429",0.00%,
Listed Equity,,,,"Kenvue, Inc.",,,BQ84ZQ6,,"172,358","4,458,537",0.00%,
Listed Equity,,,,Keppel Ltd.,,,B1VQ5C0,,"495,800","5,983,809",0.00%,
Listed Equity,,,,Kering SA,,,5505072,,"40,430","21,432,690",0.01%,
Listed Equity,,,,Kerry Group Plc,,,4519579,,"84,585","11,619,686",0.00%,
Listed Equity,,,,Kesko Oyj,,,4490005,,"160,761","5,450,268",0.00%,
Listed Equity,,,,"Keurig Dr Pepper, Inc.",,,BD3W133,,"772,616","32,452,537",0.01%,
Listed Equity,,,,KeyCorp,,,2490911,,"419,164","12,973,750",0.00%,
Listed Equity,,,,KEYENCE Corp.,,,6490995,,"117,663","63,804,000",0.02%,
Listed Equity,,,,Keyera Corp.,,,B3SGMV5,,"262,913","12,655,472",0.00%,
Listed Equity,,,,"Keysight Technologies, Inc.",,,BQZJ0Q9,,"56,257","17,141,576",0.01%,
Listed Equity,,,,KGHM Polska Miedz SA,,,5263251,,"120,244","14,083,458",0.01%,
Listed Equity,,,,"KGI Financial Holding Co., Ltd.",,,6431756,,"4,221,131","3,475,175",0.00%,
Listed Equity,,,,Kia Corp.,,,6490928,,"319,109","40,460,370",0.01%,
Listed Equity,,,,Kikkoman Corp.,,,6490809,,"537,900","7,317,779",0.00%,
Listed Equity,,,,Kimberly-Clark Corp.,,,2491839,,"90,140","13,807,904",0.01%,
Listed Equity,,,,Kimberly-Clark de México SAB de CV,,,2491914,,"3,401,100","10,892,934",0.00%,
Listed Equity,,,,Kimco Realty Corp.,,,2491594,,"158,040","4,803,885",0.00%,
Listed Equity,,,,"Kinder Morgan, Inc.",,,B3NQ4P8,,"510,482","21,043,938",0.01%,
Listed Equity,,,,"King Slide Works Co., Ltd.",,,B01H720,,"74,000","13,244,078",0.00%,
Listed Equity,,,,Kingfisher plc,,,3319521,,"1,892,452","11,936,117",0.00%,
Listed Equity,,,,Kingsoft Corp. Ltd.,,,B27WRM3,,"864,200","4,735,227",0.00%,
Listed Equity,,,,Kingspan Group Plc,,,4491235,,"120,543","15,741,989",0.01%,
Listed Equity,,,,Kinross Gold Corp.,,,B03Z841,,"1,222,443","51,701,611",0.02%,
Listed Equity,,,,Kioxia Holdings Corp.,,,BMGYJ02,,"95,400","9,523,991",0.00%,
Listed Equity,,,,"Kirin Holdings Co., Ltd.",,,6493745,,"405,900","9,247,223",0.00%,
Listed Equity,,,,"KKR & Co., Inc.",,,BG1FRR1,,"55,339","10,579,014",0.00%,
Listed Equity,,,,KLA Corp.,,,2480138,,"77,407","141,044,759",0.05%,
Listed Equity,,,,Klépierre SA,,,7582556,,"176,330","10,477,984",0.00%,
Listed Equity,,,,Knorr-Bremse AG,,,BD2P9X9,,"52,152","8,739,492",0.00%,
Listed Equity,,,,"Kobe Bussan Co., Ltd.",,,B14RJB7,,"80,600","2,940,903",0.00%,
Listed Equity,,,,Komatsu Ltd.,,,6496584,,"741,861","35,487,115",0.01%,
Listed Equity,,,,Komercní banka as,,,4519449,,"52,648","4,457,402",0.00%,
Listed Equity,,,,KONAMI Group Corp.,,,6496681,,"84,300","17,202,698",0.01%,
Listed Equity,,,,Kone Oyj,,,B09M9D2,,"309,769","33,039,257",0.01%,
Listed Equity,,,,Kongsberg Gruppen ASA,,,BSTRB82,,"308,920","11,876,564",0.00%,
Listed Equity,,,,Koninklijke Ahold Delhaize NV,,,BD0Q398,,"848,644","52,117,544",0.02%,
Listed Equity,,,,Koninklijke Philips NV,,,5986622,,"558,726","22,868,699",0.01%,
Listed Equity,,,,"Korea Investment Holdings Co., Ltd.",,,6654586,,"56,384","9,490,944",0.00%,
Listed Equity,,,,Kotak Mahindra Bank Ltd.,,,6135661,,"80,058","2,940,060",0.00%,
Listed Equity,,,,KPIT Technologies Ltd.,,,BFMX0X4,,"162,469","3,178,301",0.00%,
Listed Equity,,,,"KRAFTON, Inc",,,BMBP900,,"31,193","7,987,958",0.00%,
Listed Equity,,,,"Krung Thai Bank Public Co., Ltd.",,,6492838,,"626,119","841,914",0.00%,
Listed Equity,,,,"Krung Thai Bank Public Co., Ltd.",,,6361466,,"15,446,784","20,770,592",0.01%,
Listed Equity,,,,KT Corp.,,,2419875,,"341,580","9,716,987",0.00%,
Listed Equity,,,,Kuaishou Technology,,,BLC90T0,,"1,984,500","24,450,546",0.01%,
Listed Equity,,,,Kuala Lumpur Kepong Bhd.,,,6497446,,"675,175","4,990,064",0.00%,
Listed Equity,,,,Kubota Corp.,,,6497509,,"655,677","14,045,014",0.01%,
Listed Equity,,,,Kühne + Nagel International AG,,,B142S60,,"42,269","13,701,312",0.01%,
Listed Equity,,,,Kumba Iron Ore Ltd.,,,B1G4262,,"341,757","10,857,957",0.00%,
Listed Equity,,,,Kuwait Finance House KSC,,,6503138,,"12,083,033","47,788,510",0.02%,
Listed Equity,,,,Kwality Wall’s (India) Ltd.,,,BVMVC90,,"240,500","161,307",0.00%,
Listed Equity,,,,Kyocera Corp.,,,6499260,,"958,204","20,135,728",0.01%,
Listed Equity,,,,"Kyowa Kirin Co., Ltd.",,,6499550,,"186,100","4,547,214",0.00%,
Listed Equity,,,,"L&K Engineering Co., Ltd.",,,6432607,,"319,000","8,404,048",0.00%,
Listed Equity,,,,L1 Group Ltd.,,,BSPVFM0,,"20,333,238","21,654,898",0.01%,
Listed Equity,,,,"L3Harris Technologies, Inc.",,,BK9DTN5,,"116,700","51,375,300",0.02%,
Listed Equity,,,,Laboratory Corporation of America Holdings,,,BSBK800,,"42,942","16,155,491",0.01%,
Listed Equity,,,,Lam Research Corp.,,,BSML4N7,,"930,216","239,142,537",0.09%,
Listed Equity,,,,Land Securities Group Plc,,,BYW0PQ6,,"564,717","7,301,283",0.00%,
Listed Equity,,,,"LARGAN Precision Co., Ltd.",,,6451668,,"25,000","2,976,935",0.00%,
Listed Equity,,,,Las Vegas Sands Corp.,,,B02T2J7,,"30,225","2,950,207",0.00%,
Listed Equity,,,,Lasertec Corp.,,,6506267,,"56,800","16,173,904",0.01%,
Listed Equity,,,,LATAM Airlines Group SA,,,BRXG0D6,,"112,307","9,248,563",0.00%,
Listed Equity,,,,LATAM Airlines Group SA,,,2518932,,"54,313,058","2,203,363",0.00%,
Listed Equity,,,,Laurus Labs Ltd.,,,BMZ1CH2,,"293,922","5,433,548",0.00%,
Listed Equity,,,,LE Lundbergföretagen AB,,,4538002,,"40,299","3,353,029",0.00%,
Listed Equity,,,,"LEENO INDUSTRIAL, Inc.",,,6430139,,"40,294","2,636,266",0.00%,
Listed Equity,,,,LEG Immobilien SE,,,B9G6L89,,"44,634","4,893,410",0.00%,
Listed Equity,,,,Legal & General Group Plc,,,0560399,,"2,101,532","11,101,504",0.00%,
Listed Equity,,,,Legend Holdings Corp.,,,BYMW733,,"660,900","1,130,695",0.00%,
Listed Equity,,,,Legrand SA,,,B11ZRK9,,"199,902","44,800,347",0.02%,
Listed Equity,,,,"Leidos Holdings, Inc.",,,BDV82B8,,"95,145","25,739,159",0.01%,
Listed Equity,,,,Lendlease Group,,,6512004,,"6,880,193","35,777,004",0.01%,
Listed Equity,,,,Lennar Corp.,,,2511920,,"289,376","44,609,512",0.02%,
Listed Equity,,,,"Lennox International, Inc.",,,2442053,,"19,038","13,900,010",0.01%,
Listed Equity,,,,Lenovo Group Ltd.,,,6218089,,"6,168,000","11,004,043",0.00%,
Listed Equity,,,,LG Chem Ltd.,,,6346913,,"32,714","11,340,218",0.00%,
Listed Equity,,,,LG Corp.,,,6537030,,"62,049","5,212,569",0.00%,
Listed Equity,,,,"LG Display Co., Ltd.",,,B01VZN9,,"737,970","9,072,607",0.00%,
Listed Equity,,,,"LG Electronics, Inc.",,,6520739,,"159,715","15,279,344",0.01%,
Listed Equity,,,,"LG Innotek Co., Ltd.",,,B39Z8G8,,"20,522","5,789,386",0.00%,
Listed Equity,,,,LG Uplus Corp.,,,6290902,,"1,049,711","16,085,000",0.01%,
Listed Equity,,,,"Li Auto, Inc.",,,BMW5M00,,"314,000","3,923,165",0.00%,
Listed Equity,,,,Liberty Media Corp.,,,BPLYVN5,,"18,081","2,671,004",0.00%,
Listed Equity,,,,LIC Housing Finance Ltd.,,,6101026,,"896,716","8,072,319",0.00%,
Listed Equity,,,,Lifco AB,,,BL6K7K9,,"189,228","10,834,915",0.00%,
Listed Equity,,,,"Life360, Inc.",,,BJMXQ67,,"508,329","17,044,271",0.01%,
Listed Equity,,,,Linde Plc,,,BNZHB81,,"363,538","232,449,528",0.09%,
Listed Equity,,,,Link Real Estate Investment Trust,,,B0PB4M7,,"1,035,272","6,929,170",0.00%,
Listed Equity,,,,Liontown Ltd.,,,B1J89V5,,"5,030,060","7,922,345",0.00%,
Listed Equity,,,,Lite-On Technology Corp.,,,6519481,,"2,536,613","19,793,870",0.01%,
Listed Equity,,,,"Live Nation Entertainment, Inc.",,,B0T7YX2,,"13,937","2,978,215",0.00%,
Listed Equity,,,,Lloyds Banking Group Plc,,,0870612,,"35,802,884","70,944,162",0.03%,
Listed Equity,,,,Loblaw Cos. Ltd.,,,2521800,,"400,196","27,166,153",0.01%,
Listed Equity,,,,Lockheed Martin Corp.,,,2522096,,"18,774","13,616,886",0.01%,
Listed Equity,,,,Loews Corp.,,,2523022,,"105,195","16,612,560",0.01%,
Listed Equity,,,,Logitech International SA,,,B18ZRK2,,"139,305","21,500,424",0.01%,
Listed Equity,,,,Lojas Renner SA,,,B0CGYD6,,"927,180","3,470,491",0.00%,
Listed Equity,,,,London Stock Exchange Group plc,,,B0SWJX3,,"169,501","30,605,722",0.01%,
Listed Equity,,,,Lonking Holdings Ltd.,,,B0MSW50,,"4,669,000","2,662,640",0.00%,
Listed Equity,,,,Lonza Group AG,,,7333378,,"25,696","26,157,482",0.01%,
Listed Equity,,,,L'Oréal SA,,,4057808,,"187,692","121,183,829",0.04%,
Listed Equity,,,,"LOTTE Fine Chemical Co., Ltd.",,,6496432,,"26,346","1,221,816",0.00%,
Listed Equity,,,,Lotus Bakeries NV,,,4224992,,278,"3,843,447",0.00%,
Listed Equity,,,,Lovisa Holdings Ltd.,,,BT9PVP0,,"901,682","26,428,299",0.01%,
Listed Equity,,,,"Lowe's Companies, Inc.",,,2536763,,"150,053","54,265,249",0.02%,
Listed Equity,,,,"LPL Financial Holdings, Inc.",,,B75JX34,,"26,808","14,358,571",0.01%,
Listed Equity,,,,LPP SA,,,7127979,,251,"2,178,686",0.00%,
Listed Equity,,,,"lululemon athletica, Inc.",,,B23FN39,,"64,091","19,972,634",0.01%,
Listed Equity,,,,"Lundin Gold, Inc.",,,BTKSSY6,,"102,790","12,821,697",0.00%,
Listed Equity,,,,Lundin Mining Corp.,,,2866857,,"541,609","17,479,198",0.01%,
Listed Equity,,,,Lupin Ltd.,,,6143761,,"651,335","22,924,276",0.01%,
Listed Equity,,,,LVMH Moët Hennessy Louis Vuitton SE,,,4061412,,"185,152","210,326,778",0.08%,
Listed Equity,,,,LY Corp.,,,6084848,,"2,077,100","8,290,483",0.00%,
Listed Equity,,,,Lynas Rare Earths Ltd.,,,6121176,,"10,691,568","133,003,106",0.05%,
Listed Equity,,,,LyondellBasell Industries NV,,,B3SPXZ3,,"232,169","15,075,231",0.01%,
Listed Equity,,,,M&G Plc,,,BKFB1C6,,"969,316","5,599,493",0.00%,
Listed Equity,,,,M&T Bank Corp.,,,2340168,,"83,614","25,262,876",0.01%,
Listed Equity,,,,"M3, Inc.",,,B02K2M3,,"274,400","5,549,671",0.00%,
Listed Equity,,,,MAAS Group Holdings Ltd.,,,BLD4919,,"251,562","1,368,497",0.00%,
Listed Equity,,,,Macmahon Holdings Ltd.,,,6551160,,"31,111,684","20,689,270",0.01%,
Listed Equity,,,,Macquarie Group Ltd.,,,B28YTC2,,"4,257,865","865,198,168",0.32%,
Listed Equity,,,,Macquarie Technology Group Ltd.,,,6175054,,"25,190","1,675,135",0.00%,
Listed Equity,,,,Mader Group Ltd.,,,BHNG8Z4,,"190,390","1,450,772",0.00%,
Listed Equity,,,,Magellan Financial Group Ltd.,,,B015YX4,,"1,849,063","18,453,649",0.01%,
